observable,time,time_units,average,stderr,amount_units,expt_id,alt_expt_id
DNA_lesions,24,hr,259.072,14.08,count,A,4 kJ/m$^2$ 405nm $\rightarrow$ 0 kJ/m$^2$ 365nm
Interstrand_crosslinks,24,hr,6.784,0.512,count,B,0.2 kJ/m$^2$ 405nm $\rightarrow$ 2.4 kJ/m$^2$ 365nm
Interstrand_crosslinks,24,hr,185.76,4.9536,count,C,4 kJ/m$^2$ 405nm $\rightarrow$ 1.2 kJ/m$^2$ 365nm
