observable,time,time_units,average,stderr,amount_units,expt_id,alt_expt_id
DNA_lesions,24,hr,168.96,16.896,count,A_Normal,4 kJ/m$^2$ 405nm $\rightarrow$ 0 kJ/m$^2$ 365nm
Interstrand_crosslinks,24,hr,4.864,0.512,count,B_Normal,0.2 kJ/m$^2$ 405nm $\rightarrow$ 2.4 kJ/m$^2$ 365nm
Interstrand_crosslinks,24,hr,133.7472,7.4304,count,C_Normal,4 kJ/m$^2$ 405nm $\rightarrow$ 1.2 kJ/m$^2$ 365nm
